%time input output
0.017177 -5.27845511945 1.25491280765
0.017178 -5.30511184307 1.26715042883
0.017179 -5.33171620737 1.27940021774
0.01718 -5.35826794979 1.29166205347
0.017181 -5.38476680827 1.30393581502
0.017182 -5.41121252127 1.31622138123
0.017183 -5.43760482779 1.32851863086
0.017184 -5.46394346734 1.34082744254
0.017185 -5.49022817998 1.35314769478
0.017186 -5.51645870628 1.365479266
0.017187 -5.54263478737 1.37782203447
0.017188 -5.56875616488 1.39017587839
0.017189 -5.59482258102 1.40254067583
0.01719 -5.62083377852 1.41491630474
0.017191 -5.64678950066 1.427302643
0.017192 -5.67268949127 1.43969956834
0.017193 -5.69853349472 1.45210695842
0.017194 -5.72432125595 1.46452469078
0.017195 -5.75005252043 1.47695264287
0.017196 -5.77572703422 1.48939069202
0.017197 -5.80134454392 1.50183871547
0.017198 -5.82690479669 1.51429659038
0.017199 -5.85240754026 1.52676419377
0.0172 -5.87785252292 1.53924140262
0.017201 -5.90323949356 1.55172809376
0.017202 -5.92856820161 1.56422414396
0.017203 -5.95383839708 1.5767294299
0.017204 -5.97904983058 1.58924382814
0.017205 -6.00420225326 1.60176721518
0.017206 -6.02929541689 1.61429946741
0.017207 -6.05432907381 1.62684046115
0.017208 -6.07930297695 1.63939007262
0.017209 -6.10421687982 1.65194817796
0.01721 -6.12907053653 1.66451465324
0.017211 -6.15386370179 1.67708937441
0.017212 -6.1785961309 1.68967221738
0.017213 -6.20326757977 1.70226305796
0.017214 -6.22787780488 1.71486177188
0.017215 -6.25242656336 1.7274682348
0.017216 -6.27691361291 1.7400823223
0.017217 -6.30133871185 1.75270390987
0.017218 -6.32570161913 1.76533287296
0.017219 -6.35000209429 1.77796908691
0.01722 -6.37423989749 1.79061242702
0.017221 -6.39841478951 1.8032627685
0.017222 -6.42252653177 1.81591998649
0.017223 -6.44657488628 1.82858395607
0.017224 -6.47055961569 1.84125455227
0.017225 -6.4944804833 1.85393165001
0.017226 -6.51833725301 1.86661512418
0.017227 -6.54212968936 1.87930484961
0.017228 -6.56585755753 1.89200070105
0.017229 -6.58952062334 1.9047025532
0.01723 -6.61311865324 1.91741028069
0.017231 -6.63665141432 1.93012375811
0.017232 -6.66011867434 1.94284285998
0.017233 -6.68352020168 1.95556746076
0.017234 -6.70685576537 1.96829743487
0.017235 -6.7301251351 1.98103265668
0.017236 -6.75332808121 1.99377300048
0.017237 -6.7764643747 2.00651834053
0.017238 -6.79953378722 2.01926855105
0.017239 -6.82253609109 2.0320235062
0.01724 -6.84547105929 2.04478308008
0.017241 -6.86833846544 2.05754714678
